x,y,y_true
3.745401188473625,15.56308522701711,13.854305348131312
9.50714306409916,49.16299798452565,39.78214378844622
7.319939418114051,34.69184657244348,29.93972738151323
5.986584841970366,21.055113510554634,23.93963178886665
1.5601864044243652,-0.4712345368321458,4.020838819909644
1.5599452033620265,6.479349272661648,4.019753415129119
0.5808361216819946,-6.987403487534236,-0.38623745243102414
8.661761457749352,45.13522038914385,35.97792655987208
6.011150117432088,29.94737613205083,24.050175528444395
7.080725777960454,26.51738774029852,28.863266000822044
0.20584494295802447,-10.639370402143278,-2.07369775668889
9.699098521619943,47.415305218116806,40.645943347289744
8.324426408004218,33.88721960975589,34.45991883601898
2.1233911067827616,12.744341540389737,6.555259980522427
1.8182496720710062,-2.7900147696523083,5.182123524319527
1.8340450985343382,2.256327828635658,5.253202943404522
3.0424224295953772,10.717119431770113,10.690900933179197
5.247564316322379,20.848942392274417,20.614039423450706
4.319450186421157,14.18719848149899,16.43752583889521
2.9122914019804194,13.21956097064938,10.105311308911887
6.118528947223795,19.195278115594107,24.533380262507077
1.3949386065204183,2.565326304235415,3.277223729341882
2.9214464853521815,10.747987342644311,10.146509184084817
3.663618432936917,16.05847711850987,13.486282948216125
4.56069984217036,21.081223680211068,17.523149289766618
7.851759613930136,26.709707803496272,32.33291826268562
1.9967378215835974,-1.685250656551922,5.985320197126189
5.142344384136116,26.52893383810507,20.140549728612523
5.924145688620425,25.32022565868987,23.658655598791913
0.46450412719997725,-4.65216411038287,-0.9097314276001023
6.075448519014383,32.09527821317734,24.339518335564726
1.7052412368729153,5.251958737392412,4.673585565928119
0.6505159298527952,5.823807604656711,-0.07267831566242178
9.488855372533333,40.037441583450544,39.6998491764
9.656320330745594,50.7571811127651,40.45344148835517
8.08397348116461,42.15458487745677,33.377880665240745
3.0461376917337066,9.462798870406312,10.707619612801679
0.9767211400638387,6.253099885059052,1.3952451302872744
6.842330265121569,31.017365940972795,27.79048619304706
4.4015249373960135,23.6500200059438,16.80686221828206
1.2203823484477883,-2.332896734885475,2.4917205680150474
4.951769101112702,22.713218254999354,19.28296095500716
0.34388521115218396,3.8396058844327667,-1.4525165498151722
9.093204020787821,29.125720661429625,37.9194180935452
2.587799816000169,2.7288066086718867,8.645099172000762
6.62522284353982,16.617341907128687,26.81350279592919
3.1171107608941098,9.679964251800705,11.026998424023494
5.200680211778108,23.990772231981296,20.403060953001486
5.4671027934327965,29.11374783092772,21.601962570447583
1.8485445552552704,5.688924400747593,5.318450498648717
9.695846277645586,48.774385977261595,40.63130824940514
7.7513282336111455,24.980469760175698,31.880977051250156
9.394989415641891,30.760540173612736,39.27745237038851
8.948273504276488,36.9894922747611,37.26723076924419
5.978999788110851,25.82582629119537,23.905499046498832
9.218742350231167,38.32086683556979,38.48434057604025
0.884925020519195,-9.355047907863005,0.9821625923363775
1.959828624191452,5.373628611297591,5.819228808861533
0.45227288910538066,-7.487119501550053,-0.9647719990257873
3.2533033076326436,14.988227628497087,11.639864884346895
3.8867728968948203,16.323469266510934,14.49047803602669
2.713490317738959,4.511307498188539,9.210706429825315
8.287375091519294,31.723853325153357,34.293187911836824
3.567533266935893,7.757832091766763,13.05389970121152
2.8093450968738076,9.328657449566276,9.642052935932135
5.426960831582485,26.197035344627373,21.42132374212118
1.4092422497476265,-1.5870401078134,3.341590123864319
8.021969807540398,35.61909671152101,33.09886413393179
0.7455064367977082,-2.2965091262725172,0.3547789655896869
9.868869366005173,37.445547985711556,41.40991214702328
7.722447692966574,31.21586281857679,31.75101461834958
1.987156815341724,0.7659940569408876,5.942205669037758
0.05522117123602399,-5.5197512561738025,-2.751504729437892
8.154614284548341,27.706374817523294,33.695764280467536
7.068573438476172,38.63220613772472,28.808580473142772
7.2900716804098735,29.98164032170308,29.805322561844434
7.712703466859457,28.208538060904626,31.707165600867555
0.7404465173409036,1.4019088817051764,0.33200932803406635
3.5846572854427263,12.569317536038119,13.130957784492267
1.1586905952512971,1.1092596809647222,2.214107678630837
8.631034258755935,38.910487664618834,35.83965416440171
6.232981268275579,28.835954257476633,25.048415707240107
3.308980248526492,9.237905380316576,11.890411118369213
0.6355835028602363,-3.0189654403523365,-0.13987423712893632
3.109823217156622,9.61894599144658,10.9942044772048
3.2518332202674705,0.12364366752569289,11.633249491203618
7.29606178338064,22.25632271422012,29.83227802521288
6.3755747135521315,32.52445754820722,25.690086210984592
8.872127425763265,45.14941198344111,36.924573415934695
4.722149251619493,17.004491434505827,18.24967163228772
1.195942459383017,5.264525882502409,2.381741067223577
7.13244787222995,30.652266197752454,29.09601542503477
7.607850486168974,46.62973123003657,31.235327187760383
5.612771975694963,27.855348447800214,22.25747389062733
7.70967179954561,31.053935140551417,31.69352309795525
4.937955963643907,14.443099633395455,19.220801836397584
5.227328293819941,12.49074572090187,20.522977322189732
4.275410183585496,17.256664005470846,16.23934582613473
